ds,y
2013-02-16,738691.0
2013-02-17,794624.0
2013-02-18,862803.0
2013-02-19,828749.0
2013-02-20,853171.0
2013-02-21,873851.0
2013-02-22,853596.0
2013-02-23,751231.0
2013-02-24,703051.0
2013-02-25,790717.0
2013-02-26,819301.0
2013-02-27,766874.0
2013-02-28,758430.0
2013-03-01,773538.0
2013-03-02,742800.0
2013-03-03,753502.0
2013-03-04,819587.0
2013-03-05,787081.0
2013-03-06,820828.0
2013-03-07,789629.0
2013-03-08,794701.0
2013-03-09,687366.0
2013-03-10,629573.0
2013-03-11,712814.0
2013-03-12,711804.0
2013-03-13,735728.0
2013-03-14,789567.0
2013-03-15,770599.0
2013-03-16,706583.0
2013-03-17,715314.0
2013-03-18,819202.0
2013-03-19,768495.0
2013-03-20,760844.0
2013-03-21,794432.0
2013-03-22,800664.0
2013-03-23,711466.0
2013-03-24,698880.0
2013-03-25,793190.0
2013-03-26,758962.0
2013-03-27,741489.0
2013-03-28,746041.0
2013-03-29,686883.0
2013-03-30,638066.0
2013-03-31,629584.0
2013-04-01,683730.0
2013-04-02,741014.0
2013-04-03,756447.0
2013-04-04,753194.0
2013-04-05,696097.0
2013-04-06,637192.0
2013-04-07,614333.0
2013-04-08,659673.0
2013-04-09,677930.0
2013-04-10,715572.0
2013-04-11,697270.0
2013-04-12,677884.0
2013-04-13,601079.0
2013-04-14,580892.0
2013-04-15,655386.0
2013-04-16,663335.0
2013-04-17,662126.0
2013-04-18,661685.0
2013-04-19,671782.0
2013-04-20,584827.0
2013-04-21,591046.0
2013-04-22,674111.0
2013-04-23,683226.0
2013-04-24,671746.0
2013-04-25,646737.0
2013-04-26,642004.0
2013-04-27,583089.0
2013-04-28,565576.0
2013-04-29,657614.0
2013-04-30,652441.0
2013-05-01,647375.0
2013-05-02,649159.0
2013-05-03,631575.0
2013-05-04,574753.0
2013-05-05,560036.0
2013-05-06,645243.0
2013-05-07,657973.0
2013-05-08,663416.0
2013-05-09,661260.0
2013-05-10,682161.0
2013-05-11,627515.0
2013-05-12,566614.0
2013-05-13,641276.0
2013-05-14,658723.0
2013-05-15,666467.0
2013-05-16,706452.0
2013-05-17,683062.0
2013-05-18,599174.0
2013-05-19,590210.0
2013-05-20,711577.0
2013-05-21,798699.0
2013-05-22,848073.0
2013-05-23,808306.0
2013-05-24,674572.0
2013-05-25,579918.0
2013-05-26,553778.0
2013-05-27,572973.0
2013-05-28,669958.0
2013-05-29,784069.0
2013-05-30,913150.0
2013-05-31,945622.0
2013-06-01,890579.0
2013-06-02,855489.0
2013-06-03,834061.0
2013-06-04,725940.0
2013-06-05,716208.0
2013-06-06,709488.0
2013-06-07,710162.0
2013-06-08,662408.0
2013-06-09,690772.0
2013-06-10,776445.0
2013-06-11,813980.0
2013-06-12,825815.0
2013-06-13,793814.0
2013-06-14,703588.0
2013-06-15,679101.0
2013-06-16,687085.0
2013-06-17,857272.0
2013-06-18,805213.0
2013-06-19,750123.0
2013-06-20,764260.0
2013-06-21,775087.0
2013-06-22,762452.0
2013-06-23,804565.0
2013-06-24,969631.0
2013-06-25,976632.0
2013-06-26,961707.0
2013-06-27,949167.0
2013-06-28,915122.0
2013-06-29,832138.0
2013-06-30,823495.0
2013-07-01,879323.0
2013-07-02,906218.0
2013-07-03,920825.0
2013-07-04,903495.0
2013-07-05,989122.0
2013-07-06,992296.0
2013-07-07,982787.0
2013-07-08,974476.0
2013-07-09,964947.0
2013-07-10,994582.0
2013-07-11,958543.0
2013-07-12,831808.0
2013-07-13,819338.0
2013-07-14,918256.0
2013-07-15,1077740.0
2013-07-16,1105885.0
2013-07-17,1113913.0
2013-07-18,1160801.0
2013-07-19,1182504.0
2013-07-20,1045683.0
2013-07-21,934751.0
2013-07-22,989882.0
2013-07-23,992856.0
2013-07-24,917655.0
2013-07-25,758001.0
2013-07-26,799283.0
2013-07-27,783221.0
2013-07-28,771843.0
2013-07-29,847503.0
2013-07-30,813359.0
2013-07-31,823058.0
2013-08-01,810102.0
2013-08-02,843839.0
2013-08-03,733004.0
2013-08-04,699779.0
2013-08-05,749507.0
2013-08-06,755723.0
2013-08-07,795789.0
2013-08-08,885488.0
2013-08-09,941003.0
2013-08-10,821790.0
2013-08-11,764160.0
2013-08-12,889020.0
2013-08-13,878332.0
2013-08-14,747884.0
2013-08-15,720115.0
2013-08-16,727779.0
2013-08-17,683314.0
2013-08-18,657879.0
2013-08-19,748694.0
2013-08-20,854072.0
2013-08-21,912579.0
2013-08-22,911326.0
2013-08-23,815731.0
2013-08-24,703399.0
2013-08-25,685477.0
2013-08-26,815018.0
2013-08-27,931445.0
2013-08-28,881709.0
2013-08-29,868427.0
2013-08-30,875026.0
2013-08-31,857349.0
2013-09-01,860667.0
2013-09-02,858501.0
2013-09-03,877776.0
2013-09-04,795484.0
2013-09-05,776711.0
2013-09-06,694243.0
2013-09-07,640415.0
2013-09-08,699855.0
2013-09-09,721916.0
2013-09-10,891436.0
2013-09-11,1017473.0
2013-09-12,949617.0
2013-09-13,773145.0
2013-09-14,602855.0
2013-09-15,588065.0
2013-09-16,680702.0
2013-09-17,653553.0
2013-09-18,659070.0
2013-09-19,677089.0
2013-09-20,692192.0
2013-09-21,639984.0
2013-09-22,606073.0
2013-09-23,646065.0
2013-09-24,656080.0
2013-09-25,661428.0
2013-09-26,668270.0
2013-09-27,660188.0
2013-09-28,596758.0
2013-09-29,582245.0
2013-09-30,661265.0
2013-10-01,693880.0
2013-10-02,733423.0
2013-10-03,739200.0
2013-10-04,770403.0
2013-10-05,730353.0
2013-10-06,709308.0
2013-10-07,743627.0
2013-10-08,654383.0
2013-10-09,653047.0
2013-10-10,665910.0
2013-10-11,666121.0
2013-10-12,596833.0
2013-10-13,576486.0
2013-10-14,643103.0
2013-10-15,656129.0
2013-10-16,664818.0
2013-10-17,684458.0
2013-10-18,647445.0
2013-10-19,592999.0
2013-10-20,574342.0
2013-10-21,657000.0
2013-10-22,659041.0
2013-10-23,677072.0
2013-10-24,696924.0
2013-10-25,700100.0
2013-10-26,644638.0
2013-10-27,610058.0
2013-10-28,690537.0
2013-10-29,685403.0
2013-10-30,689005.0
2013-10-31,676431.0
2013-11-01,664234.0
2013-11-02,593230.0
2013-11-03,586588.0
2013-11-04,729995.0
2013-11-05,718715.0
2013-11-06,683615.0
2013-11-07,681880.0
2013-11-08,710683.0
2013-11-09,670124.0
2013-11-10,638554.0
2013-11-11,703895.0
2013-11-12,756437.0
2013-11-13,794200.0
2013-11-14,767027.0
2013-11-15,734578.0
2013-11-16,645951.0
2013-11-17,615803.0
2013-11-18,666086.0
2013-11-19,719048.0
2013-11-20,764183.0
2013-11-21,767763.0
2013-11-22,708741.0
2013-11-23,676959.0
2013-11-24,790895.0
2013-11-25,858551.0
2013-11-26,827173.0
2013-11-27,785212.0
2013-11-28,740485.0
2013-11-29,751498.0
2013-11-30,765059.0
2013-12-01,723949.0
2013-12-02,758987.0
2013-12-03,750921.0
2013-12-04,755400.0
2013-12-05,720846.0
2013-12-06,721176.0
2013-12-07,731630.0
2013-12-08,807308.0
2013-12-09,845354.0
2013-12-10,859646.0
2013-12-11,877208.0
2013-12-12,902292.0
2013-12-13,883050.0
2013-12-14,831413.0
2013-12-15,781673.0
2013-12-16,873206.0
2013-12-17,895550.0
2013-12-18,876816.0
2013-12-19,847231.0
2013-12-20,770416.0
2013-12-21,673237.0
2013-12-22,641563.0
2013-12-23,694881.0
2013-12-24,748326.0
2013-12-25,774573.0
2013-12-26,825387.0
2013-12-27,808331.0
2013-12-28,728515.0
2013-12-29,708318.0
2013-12-30,777838.0
2013-12-31,817715.0
2014-01-01,776662.0
2014-01-02,858679.0
2014-01-03,943319.0
2014-01-04,911584.0
2014-01-05,830284.0
2014-01-06,827330.0
2014-01-07,1071667.0
2014-01-08,1017083.0
2014-01-09,905188.0
2014-01-10,869681.0
2014-01-11,734390.0
2014-01-12,705747.0
2014-01-13,786375.0
2014-01-14,761470.0
2014-01-15,783664.0
2014-01-16,810333.0
2014-01-17,811129.0
2014-01-18,785071.0
2014-01-19,792709.0
2014-01-20,800180.0
2014-01-21,903780.0
2014-01-22,1018126.0
2014-01-23,1006667.0
2014-01-24,1007503.0
2014-01-25,927886.0
2014-01-26,882979.0
2014-01-27,888860.0
2014-01-28,1004290.0
2014-01-29,1006746.0
2014-01-30,982313.0
2014-01-31,884589.0
2014-02-01,767315.0
2014-02-02,722491.0
2014-02-03,820689.0
2014-02-04,869377.0
2014-02-05,838563.0
2014-02-06,859374.0
2014-02-07,853329.0
2014-02-08,835499.0
2014-02-09,839866.0
2014-02-10,900606.0
2014-02-11,935624.0
2014-02-12,959834.0
2014-02-13,884757.0
2014-02-14,818868.0
2014-02-15,804859.0
2014-02-16,818933.0
2014-02-17,876152.0
2014-02-18,847012.0
2014-02-19,817050.0
2014-02-20,780365.0
2014-02-21,767926.0
2014-02-22,704563.0
2014-02-23,672105.0
2014-02-24,782300.0
2014-02-25,864776.0
2014-02-26,881524.0
2014-02-27,915402.0
2014-02-28,947214.0
2014-03-01,838236.0
2014-03-02,765345.0
2014-03-03,916604.0
2014-03-04,942750.0
2014-03-05,865249.0
2014-03-06,882216.0
2014-03-07,842829.0
2014-03-08,715544.0
2014-03-09,650927.0
2014-03-10,752508.0
2014-03-11,714141.0
2014-03-12,715551.0
2014-03-13,862825.0
2014-03-14,827393.0
2014-03-15,666246.0
2014-03-16,699023.0
2014-03-17,848184.0
2014-03-18,808008.0
2014-03-19,795227.0
2014-03-20,735174.0
2014-03-21,727504.0
2014-03-22,659376.0
2014-03-23,675128.0
2014-03-24,813966.0
2014-03-25,843537.0
2014-03-26,838362.0
2014-03-27,820027.0
2014-03-28,741739.0
2014-03-29,661032.0
2014-03-30,684968.0
2014-03-31,734105.0
2014-04-01,703857.0
2014-04-02,701451.0
2014-04-03,673780.0
2014-04-04,700918.0
2014-04-05,637970.0
2014-04-06,629386.0
2014-04-07,725415.0
2014-04-08,683307.0
2014-04-09,675576.0
2014-04-10,671448.0
2014-04-11,652562.0
2014-04-12,585268.0
2014-04-13,577401.0
2014-04-14,662476.0
2014-04-15,677220.0
2014-04-16,712966.0
2014-04-17,703327.0
2014-04-18,660957.0
2014-04-19,596481.0
2014-04-20,560692.0
2014-04-21,647601.0
2014-04-22,649825.0
2014-04-23,655274.0
2014-04-24,665608.0
2014-04-25,652576.0
2014-04-26,585162.0
2014-04-27,564407.0
2014-04-28,639789.0
2014-04-29,683522.0
2014-04-30,720034.0
2014-05-01,675817.0
2014-05-02,641105.0
2014-05-03,585237.0
2014-05-04,572552.0
2014-05-05,634547.0
2014-05-06,646375.0
2014-05-07,645792.0
2014-05-08,662782.0
2014-05-09,660193.0
2014-05-10,619913.0
2014-05-11,598799.0
2014-05-12,719716.0
2014-05-13,736901.0
2014-05-14,672175.0
2014-05-15,712162.0
2014-05-16,691107.0
2014-05-17,582125.0
2014-05-18,561661.0
2014-05-19,642986.0
2014-05-20,663006.0
2014-05-21,678976.0
2014-05-22,707181.0
2014-05-23,668072.0
2014-05-24,591003.0
2014-05-25,588914.0
2014-05-26,654379.0
2014-05-27,790082.0
2014-05-28,739151.0
2014-05-29,654003.0
2014-05-30,658778.0
2014-05-31,607678.0
2014-06-01,597548.0
2014-06-02,708646.0
2014-06-03,800588.0
2014-06-04,812241.0
2014-06-05,743583.0
2014-06-06,705165.0
2014-06-07,674391.0
2014-06-08,695851.0
2014-06-09,783793.0
2014-06-10,824590.0
2014-06-11,776381.0
2014-06-12,740712.0
2014-06-13,795347.0
2014-06-14,670371.0
2014-06-15,638825.0
2014-06-16,813912.0
2014-06-17,954226.0
2014-06-18,1027065.0
2014-06-19,874824.0
2014-06-20,776371.0
2014-06-21,685381.0
2014-06-22,686439.0
2014-06-23,798331.0
2014-06-24,840611.0
2014-06-25,928987.0
2014-06-26,917771.0
2014-06-27,867300.0
2014-06-28,778378.0
2014-06-29,766047.0
2014-06-30,885831.0
2014-07-01,989502.0
2014-07-02,1048807.0
2014-07-03,972192.0
2014-07-04,712449.0
2014-07-05,662271.0
2014-07-06,714012.0
2014-07-07,941292.0
2014-07-08,1007270.0
2014-07-09,930104.0
2014-07-10,890813.0
2014-07-11,876291.0
2014-07-12,840407.0
2014-07-13,862630.0
2014-07-14,942112.0
2014-07-15,921175.0
2014-07-16,847603.0
2014-07-17,801930.0
2014-07-18,783020.0
2014-07-19,721934.0
2014-07-20,725619.0
2014-07-21,842535.0
2014-07-22,911655.0
2014-07-23,985117.0
2014-07-24,860464.0
2014-07-25,793297.0
2014-07-26,752384.0
2014-07-27,828596.0
2014-07-28,864165.0
2014-07-29,744585.0
2014-07-30,741350.0
2014-07-31,798622.0
2014-08-01,815377.0
2014-08-02,717702.0
2014-08-03,705200.0
2014-08-04,840381.0
2014-08-05,888468.0
2014-08-06,839509.0
2014-08-07,810219.0
2014-08-08,772371.0
2014-08-09,740920.0
2014-08-10,757521.0
2014-08-11,829670.0
2014-08-12,809669.0
2014-08-13,827569.0
2014-08-14,755502.0
2014-08-15,707615.0
2014-08-16,666347.0
2014-08-17,696793.0
2014-08-18,784826.0
2014-08-19,826110.0
2014-08-20,852098.0
2014-08-21,862315.0
2014-08-22,812588.0
2014-08-23,690934.0
2014-08-24,684021.0
2014-08-25,793419.0
2014-08-26,851118.0
2014-08-27,899952.0
2014-08-28,850049.0
2014-08-29,736874.0
2014-08-30,689840.0
2014-08-31,803517.0
2014-09-01,872320.0
2014-09-02,995310.0
2014-09-03,905425.0
2014-09-04,888205.0
2014-09-05,936029.0
2014-09-06,910700.0
2014-09-07,725650.0
2014-09-08,734917.0
2014-09-09,733141.0
2014-09-10,765480.0
2014-09-11,832009.0
2014-09-12,741429.0
2014-09-13,628779.0
2014-09-14,578996.0
2014-09-15,656939.0
2014-09-16,680593.0
2014-09-17,670492.0
2014-09-18,675380.0
2014-09-19,656270.0
2014-09-20,624702.0
2014-09-21,653513.0
2014-09-22,682362.0
2014-09-23,651523.0
2014-09-24,656879.0
2014-09-25,663659.0
2014-09-26,658282.0
2014-09-27,621969.0
2014-09-28,631834.0
2014-09-29,703810.0
2014-09-30,710576.0
2014-10-01,691759.0
2014-10-02,678538.0
2014-10-03,663303.0
2014-10-04,603918.0
2014-10-05,565825.0
2014-10-06,648361.0
2014-10-07,658382.0
2014-10-08,665956.0
2014-10-09,650616.0
2014-10-10,645671.0
2014-10-11,599427.0
2014-10-12,574581.0
2014-10-13,653870.0
2014-10-14,693825.0
2014-10-15,725841.0
2014-10-16,687312.0
2014-10-17,655287.0
2014-10-18,588114.0
2014-10-19,575753.0
2014-10-20,666419.0
2014-10-21,661223.0
2014-10-22,671674.0
2014-10-23,675262.0
2014-10-24,650401.0
2014-10-25,591000.0
2014-10-26,574310.0
2014-10-27,653364.0
2014-10-28,661564.0
2014-10-29,659322.0
2014-10-30,660881.0
2014-10-31,671702.0
2014-11-01,639965.0
2014-11-02,669556.0
2014-11-03,700830.0
2014-11-04,670717.0
2014-11-05,665127.0
2014-11-06,682555.0
2014-11-07,683092.0
2014-11-08,659263.0
2014-11-09,622519.0
2014-11-10,691573.0
2014-11-11,681068.0
2014-11-12,667893.0
2014-11-13,725814.0
2014-11-14,750648.0
2014-11-15,715690.0
2014-11-16,709888.0
2014-11-17,751510.0
2014-11-18,826523.0
2014-11-19,865295.0
2014-11-20,804675.0
2014-11-21,827522.0
2014-11-22,772575.0
2014-11-23,677501.0
2014-11-24,686555.0
2014-11-25,684746.0
2014-11-26,769184.0
2014-11-27,702022.0
2014-11-28,745308.0
2014-11-29,755991.0
2014-11-30,680598.0
2014-12-01,699849.0
2014-12-02,790391.0
2014-12-03,778736.0
2014-12-04,785811.0
2014-12-05,791974.0
2014-12-06,715542.0
2014-12-07,716497.0
2014-12-08,851251.0
2014-12-09,828299.0
2014-12-10,806265.0
2014-12-11,841627.0
2014-12-12,818443.0
2014-12-13,758854.0
2014-12-14,730313.0
2014-12-15,762351.0
2014-12-16,788005.0
2014-12-17,757252.0
2014-12-18,812660.0
2014-12-19,814852.0
2014-12-20,792206.0
2014-12-21,767620.0
2014-12-22,833131.0
2014-12-23,764834.0
2014-12-24,697957.0
2014-12-25,618771.0
2014-12-26,693928.0
2014-12-27,677121.0
2014-12-28,655828.0
2014-12-29,738076.0
2014-12-30,793600.0
2014-12-31,821636.0
2015-01-01,762374.0
2015-01-02,771388.0
2015-01-03,768345.0
2015-01-04,685015.0
2015-01-05,796227.0
2015-01-06,920612.0
2015-01-07,964365.0
2015-01-08,1018689.0
2015-01-09,924592.0
2015-01-10,904886.0
2015-01-11,859445.0
2015-01-12,853183.0
2015-01-13,868516.0
2015-01-14,924860.0
2015-01-15,866032.0
2015-01-16,847965.0
2015-01-17,825049.0
2015-01-18,785140.0
2015-01-19,802246.0
2015-01-20,819614.0
2015-01-21,865809.0
2015-01-22,837270.0
2015-01-23,824230.0
2015-01-24,778990.0
2015-01-25,734307.0
2015-01-26,864144.0
2015-01-27,872251.0
2015-01-28,905153.0
2015-01-29,908468.0
2015-01-30,851579.0
2015-01-31,888076.0
2015-02-01,818110.0
2015-02-02,856521.0
2015-02-03,917121.0
2015-02-04,856350.0
2015-02-05,868700.0
2015-02-06,935343.0
2015-02-07,805764.0
2015-02-08,727522.0
2015-02-09,838702.0
2015-02-10,860160.0
2015-02-11,842518.0
2015-02-12,853062.0
2015-02-13,959096.0
2015-02-14,883215.0
2015-02-15,979101.0
2015-02-16,1054788.0
2015-02-17,965385.0
2015-02-18,944749.0
2015-02-19,1014691.0
2015-02-20,1072657.0
2015-02-21,982048.0
2015-02-22,795680.0
2015-02-23,897001.0
2015-02-24,984052.0
2015-02-25,907121.0
2015-02-26,884986.0
2015-02-27,882838.0
2015-02-28,869730.0
2015-03-01,874668.0
2015-03-02,843973.0
2015-03-03,895607.0
2015-03-04,820948.0
2015-03-05,867386.0
2015-03-06,926615.0
2015-03-07,845908.0
2015-03-08,690503.0
2015-03-09,748518.0
2015-03-10,758499.0
2015-03-11,714414.0
2015-03-12,722345.0
2015-03-13,750059.0
2015-03-14,694122.0
2015-03-15,682187.0
2015-03-16,739334.0
2015-03-17,706443.0
2015-03-18,770933.0
2015-03-19,770924.0
2015-03-20,808163.0
2015-03-21,711341.0
2015-03-22,665566.0
2015-03-23,767488.0
2015-03-24,782976.0
2015-03-25,794620.0
2015-03-26,725877.0
2015-03-27,717137.0
2015-03-28,725619.0
2015-03-29,720491.0
2015-03-30,736985.0
2015-03-31,724373.0
2015-04-01,718098.0
2015-04-02,691847.0
2015-04-03,630156.0
2015-04-04,586693.0
2015-04-05,589860.0
2015-04-06,647920.0
2015-04-07,652268.0
2015-04-08,699265.0
2015-04-09,732847.0
2015-04-10,700564.0
2015-04-11,594583.0
2015-04-12,585783.0
2015-04-13,643808.0
2015-04-14,646851.0
2015-04-15,642824.0
2015-04-16,641634.0
2015-04-17,640789.0
2015-04-18,583910.0
2015-04-19,554006.0
2015-04-20,656856.0
2015-04-21,632657.0
2015-04-22,643647.0
2015-04-23,672867.0
2015-04-24,674068.0
2015-04-25,615396.0
2015-04-26,578558.0
2015-04-27,649211.0
2015-04-28,643652.0
2015-04-29,640486.0
2015-04-30,631473.0
2015-05-01,621804.0
2015-05-02,571169.0
2015-05-03,564272.0
2015-05-04,668396.0
2015-05-05,707314.0
2015-05-06,694768.0
2015-05-07,687336.0
2015-05-08,711707.0
2015-05-09,638218.0
2015-05-10,667172.0
2015-05-11,795910.0
2015-05-12,807483.0
2015-05-13,668849.0
2015-05-14,643250.0
2015-05-15,646154.0
2015-05-16,650213.0
2015-05-17,701342.0
2015-05-18,790029.0
2015-05-19,772058.0
2015-05-20,679291.0
2015-05-21,645281.0
2015-05-22,635470.0
2015-05-23,563918.0
2015-05-24,577282.0
2015-05-25,672310.0
2015-05-26,820989.0
2015-05-27,858640.0
2015-05-28,866524.0
2015-05-29,825061.0
2015-05-30,795603.0
2015-05-31,795513.0
2015-06-01,779675.0
2015-06-02,672542.0
2015-06-03,653496.0
2015-06-04,654368.0
2015-06-05,663415.0
2015-06-06,645440.0
2015-06-07,620174.0
2015-06-08,759709.0
2015-06-09,813770.0
2015-06-10,810967.0
2015-06-11,919302.0
2015-06-12,985511.0
2015-06-13,878194.0
2015-06-14,848944.0
2015-06-15,927790.0
2015-06-16,938285.0
2015-06-17,851486.0
2015-06-18,791340.0
2015-06-19,855154.0
2015-06-20,777743.0
2015-06-21,834700.0
2015-06-22,947966.0
2015-06-23,977057.0
2015-06-24,846625.0
2015-06-25,809944.0
2015-06-26,792238.0
2015-06-27,669690.0
2015-06-28,645438.0
2015-06-29,738117.0
2015-06-30,809757.0
2015-07-01,846131.0
2015-07-02,764128.0
2015-07-03,720597.0
2015-07-04,674883.0
2015-07-05,721128.0
2015-07-06,875557.0
2015-07-07,960439.0
2015-07-08,953587.0
2015-07-09,916756.0
2015-07-10,878164.0
2015-07-11,807173.0
2015-07-12,799567.0
2015-07-13,892899.0
2015-07-14,910382.0
2015-07-15,866331.0
2015-07-16,786201.0
2015-07-17,799334.0
2015-07-18,847173.0
2015-07-19,962842.0
2015-07-20,1090739.0
2015-07-21,1003916.0
2015-07-22,865750.0
2015-07-23,827321.0
2015-07-24,822164.0
2015-07-25,800209.0
2015-07-26,847785.0
2015-07-27,930620.0
2015-07-28,992581.0
2015-07-29,1018804.0
2015-07-30,999107.0
2015-07-31,927436.0
2015-08-01,851430.0
2015-08-02,817835.0
2015-08-03,938259.0
2015-08-04,967199.0
2015-08-05,900669.0
2015-08-06,833560.0
2015-08-07,817756.0
2015-08-08,753000.0
2015-08-09,755464.0
2015-08-10,805170.0
2015-08-11,849278.0
2015-08-12,840471.0
2015-08-13,809747.0
2015-08-14,824421.0
2015-08-15,837515.0
2015-08-16,868223.0
2015-08-17,993620.0
2015-08-18,987208.0
2015-08-19,980921.0
2015-08-20,962288.0
2015-08-21,897511.0
2015-08-22,752983.0
2015-08-23,731608.0
2015-08-24,878713.0
2015-08-25,894864.0
2015-08-26,795138.0
2015-08-27,762361.0
2015-08-28,758006.0
2015-08-29,746257.0
2015-08-30,801731.0
2015-08-31,945678.0
2015-09-01,965121.0
2015-09-02,956446.0
2015-09-03,976008.0
2015-09-04,945272.0
2015-09-05,797228.0
2015-09-06,730930.0
2015-09-07,813768.0
2015-09-08,977134.0
2015-09-09,1014405.0
2015-09-10,878077.0
2015-09-11,797996.0
2015-09-12,695485.0
2015-09-13,639363.0
2015-09-14,670105.0
2015-09-15,714581.0
2015-09-16,760809.0
2015-09-17,785586.0
2015-09-18,783047.0
2015-09-19,735587.0
2015-09-20,678091.0
2015-09-21,671713.0
2015-09-22,676461.0
2015-09-23,687233.0
2015-09-24,692467.0
2015-09-25,678357.0
2015-09-26,600053.0
2015-09-27,588315.0
2015-09-28,723823.0
2015-09-29,792633.0
2015-09-30,786410.0
2015-10-01,660180.0
2015-10-02,644516.0
2015-10-03,612837.0
2015-10-04,584170.0
2015-10-05,640596.0
2015-10-06,650965.0
2015-10-07,657001.0
2015-10-08,657949.0
2015-10-09,672752.0
2015-10-10,573794.0
2015-10-11,564287.0
2015-10-12,639246.0
2015-10-13,661108.0
2015-10-14,646608.0
2015-10-15,640397.0
2015-10-16,633475.0
2015-10-17,593399.0
2015-10-18,613919.0
2015-10-19,694588.0
2015-10-20,670979.0
2015-10-21,654218.0
2015-10-22,651766.0
2015-10-23,628629.0
2015-10-24,594706.0
2015-10-25,579406.0
2015-10-26,652993.0
2015-10-27,683566.0
2015-10-28,684023.0
2015-10-29,657865.0
2015-10-30,642769.0
2015-10-31,610743.0
2015-11-01,612119.0
2015-11-02,654128.0
2015-11-03,663914.0
2015-11-04,660060.0
2015-11-05,666109.0
2015-11-06,672582.0
2015-11-07,596348.0
2015-11-08,584622.0
2015-11-09,684301.0
2015-11-10,676162.0
2015-11-11,663360.0
2015-11-12,676195.0
2015-11-13,660152.0
2015-11-14,636367.0
2015-11-15,625301.0
2015-11-16,665192.0
2015-11-17,676530.0
2015-11-18,687905.0
2015-11-19,675680.0
2015-11-20,657099.0
2015-11-21,645532.0
2015-11-22,639778.0
2015-11-23,751824.0
2015-11-24,754572.0
2015-11-25,731676.0
2015-11-26,624044.0
2015-11-27,612234.0
2015-11-28,601699.0
2015-11-29,626242.0
2015-11-30,732307.0
2015-12-01,722483.0
2015-12-02,704253.0
2015-12-03,714896.0
2015-12-04,720136.0
2015-12-05,686191.0
2015-12-06,686207.0
2015-12-07,738900.0
2015-12-08,743773.0
2015-12-09,753180.0
2015-12-10,702418.0
2015-12-11,695345.0
2015-12-12,628202.0
2015-12-13,603207.0
2015-12-14,674939.0
2015-12-15,672171.0
2015-12-16,699599.0
2015-12-17,712040.0
2015-12-18,720492.0
2015-12-19,731996.0
2015-12-20,721146.0
2015-12-21,754383.0
2015-12-22,705806.0
2015-12-23,686594.0
2015-12-24,636075.0
2015-12-25,587186.0
2015-12-26,595349.0
2015-12-27,602383.0
2015-12-28,702011.0
2015-12-29,716158.0
2015-12-30,696312.0
2015-12-31,667293.0
2016-01-01,670751.0
2016-01-02,696432.0
2016-01-03,698803.0
2016-01-04,821012.0
2016-01-05,918751.0
2016-01-06,879283.0
2016-01-07,817474.0
2016-01-08,771602.0
2016-01-09,686671.0
2016-01-10,643391.0
2016-01-11,804098.0
2016-01-12,848017.0
2016-01-13,890412.0
2016-01-14,833752.0
2016-01-15,764267.0
2016-01-16,681176.0
2016-01-17,728423.0
2016-01-18,887930.0
2016-01-19,961848.0
2016-01-20,902689.0
2016-01-21,867547.0
2016-01-22,906943.0
2016-01-23,861253.0
2016-01-24,802438.0
2016-01-25,845192.0
2016-01-26,804811.0
2016-01-27,776594.0
2016-01-28,820444.0
2016-01-29,810789.0
2016-01-30,757484.0
2016-01-31,688021.0
2016-02-01,719299.0
2016-02-02,738100.0
2016-02-03,742908.0
2016-02-04,714204.0
2016-02-05,769354.0
2016-02-06,742932.0
2016-02-07,726912.0
2016-02-08,772506.0
2016-02-09,814467.0
2016-02-10,831269.0
2016-02-11,908135.0
2016-02-12,917719.0
2016-02-13,906396.0
2016-02-14,931316.0
2016-02-15,946546.0
2016-02-16,812227.0
2016-02-17,799483.0
2016-02-18,821931.0
2016-02-19,849097.0
2016-02-20,681334.0
2016-02-21,644951.0
2016-02-22,709260.0
2016-02-23,776357.0
2016-02-24,751690.0
2016-02-25,727207.0
2016-02-26,782073.0
2016-02-27,730750.0
2016-02-28,656460.0
2016-02-29,689238.0
2016-03-01,693572.0
2016-03-02,721251.0
2016-03-03,793479.0
2016-03-04,797524.0
2016-03-05,723245.0
2016-03-06,691481.0
2016-03-07,716835.0
2016-03-08,661863.0
2016-03-09,650325.0
2016-03-10,652018.0
2016-03-11,631880.0
2016-03-12,591081.0
2016-03-13,566679.0
2016-03-14,686396.0
2016-03-15,686172.0
2016-03-16,660719.0
2016-03-17,649153.0
2016-03-18,649210.0
2016-03-19,648406.0
2016-03-20,671746.0
2016-03-21,720450.0
2016-03-22,704828.0
2016-03-23,656620.0
2016-03-24,633360.0
2016-03-25,604186.0
2016-03-26,574827.0
2016-03-27,570281.0
2016-03-28,645312.0
2016-03-29,653718.0
2016-03-30,669377.0
2016-03-31,647183.0
2016-04-01,643887.0
2016-04-02,575730.0
2016-04-03,613591.0
2016-04-04,694659.0
2016-04-05,732212.0
2016-04-06,726961.0
2016-04-07,677642.0
2016-04-08,677349.0
2016-04-09,684426.0
2016-04-10,657693.0
2016-04-11,678108.0
2016-04-12,652221.0
2016-04-13,659281.0
2016-04-14,655453.0
2016-04-15,635371.0
2016-04-16,574169.0
2016-04-17,560705.0
2016-04-18,637487.0
2016-04-19,638661.0
2016-04-20,628597.0
2016-04-21,632803.0
2016-04-22,646901.0
2016-04-23,577214.0
2016-04-24,545696.0
